frame.time_relative,frame.number,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq,tcp.ack
9.931322000,272,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
9.976827000,273,1500,90.130.70.73,80,10.0.0.2,54882,1448,179553,138
9.976879000,274,1500,90.130.70.73,80,10.0.0.2,54882,1448,181001,138
9.994426000,275,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.056127000,276,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.098229000,277,1500,90.130.70.73,80,10.0.0.2,54882,1448,182449,138
10.098293000,278,1500,90.130.70.73,80,10.0.0.2,54882,1448,183897,138
10.119085000,279,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.142202000,280,1500,90.130.70.73,80,10.0.0.2,54882,1448,185345,138
10.181267000,281,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.181352000,282,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.205280000,283,1500,90.130.70.73,80,10.0.0.2,54882,1448,169417,138
10.243225000,284,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.274026000,285,1500,90.130.70.73,80,10.0.0.2,54882,1448,186793,138
10.306765000,286,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.336974000,287,1500,90.130.70.73,80,10.0.0.2,54882,1448,188241,138
10.368363000,288,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.431048000,289,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
10.451949000,290,1500,90.130.70.73,80,10.0.0.2,54882,1448,189689,138
10.493393000,291,52,10.0.0.2,54882,90.130.70.73,80,0,138,186793
10.518656000,292,1500,90.130.70.73,80,10.0.0.2,54882,1448,191137,138
10.556319000,293,52,10.0.0.2,54882,90.130.70.73,80,0,138,188241
10.581137000,294,1500,90.130.70.73,80,10.0.0.2,54882,1448,192585,138
10.618287000,295,52,10.0.0.2,54882,90.130.70.73,80,0,138,189689
10.654515000,296,1500,90.130.70.73,80,10.0.0.2,54882,1448,194033,138
10.681331000,297,52,10.0.0.2,54882,90.130.70.73,80,0,138,191137
10.715294000,298,1500,90.130.70.73,80,10.0.0.2,54882,1448,195481,138
10.743311000,299,52,10.0.0.2,54882,90.130.70.73,80,0,138,192585
10.778243000,300,1500,90.130.70.73,80,10.0.0.2,54882,1448,196929,138
10.778365000,301,1500,90.130.70.73,80,10.0.0.2,54882,1448,198377,138
10.805609000,302,1500,90.130.70.73,80,10.0.0.2,54882,1448,199825,138
10.805701000,303,1500,90.130.70.73,80,10.0.0.2,54882,1448,201273,138
10.806822000,304,52,10.0.0.2,54882,90.130.70.73,80,0,138,194033
10.868816000,305,52,10.0.0.2,54882,90.130.70.73,80,0,138,195481
10.931678000,306,52,10.0.0.2,54882,90.130.70.73,80,0,138,196929
10.956609000,307,1500,90.130.70.73,80,10.0.0.2,54882,1448,202721,138
10.956743000,308,1500,90.130.70.73,80,10.0.0.2,54882,1448,204169,138
10.993015000,310,52,10.0.0.2,54882,90.130.70.73,80,0,138,198377
11.019036000,311,1500,90.130.70.73,80,10.0.0.2,54882,1448,205617,138
11.019119000,312,1500,90.130.70.73,80,10.0.0.2,54882,1448,207065,138
11.055463000,313,52,10.0.0.2,54882,90.130.70.73,80,0,138,199825
11.118589000,314,52,10.0.0.2,54882,90.130.70.73,80,0,138,201273
11.118755000,315,52,10.0.0.2,54882,90.130.70.73,80,0,138,202721
11.144397000,316,1500,90.130.70.73,80,10.0.0.2,54882,1448,208513,138
11.144517000,317,1500,90.130.70.73,80,10.0.0.2,54882,1448,209961,138
11.180904000,318,52,10.0.0.2,54882,90.130.70.73,80,0,138,204169
11.243549000,319,52,10.0.0.2,54882,90.130.70.73,80,0,138,205617
11.305582000,320,52,10.0.0.2,54882,90.130.70.73,80,0,138,207065
11.314321000,321,1500,90.130.70.73,80,10.0.0.2,54882,1448,211409,138
11.314383000,322,1500,90.130.70.73,80,10.0.0.2,54882,1448,212857,138
11.363945000,323,1500,90.130.70.73,80,10.0.0.2,54882,1448,214305,138
11.364093000,324,1500,90.130.70.73,80,10.0.0.2,54882,1448,215753,138
11.368443000,325,52,10.0.0.2,54882,90.130.70.73,80,0,138,208513
11.430891000,326,52,10.0.0.2,54882,90.130.70.73,80,0,138,209961
11.464467000,327,1500,90.130.70.73,80,10.0.0.2,54882,1448,217201,138
11.464547000,328,1500,90.130.70.73,80,10.0.0.2,54882,1448,218649,138
11.493197000,329,52,10.0.0.2,54882,90.130.70.73,80,0,138,211409
11.555759000,330,52,10.0.0.2,54882,90.130.70.73,80,0,138,212857
11.618780000,331,52,10.0.0.2,54882,90.130.70.73,80,0,138,214305
11.680261000,332,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
11.719347000,333,1500,90.130.70.73,80,10.0.0.2,54882,1448,222993,138
11.719477000,334,1500,90.130.70.73,80,10.0.0.2,54882,1448,224441,138
11.743386000,335,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
11.779093000,336,1500,90.130.70.73,80,10.0.0.2,54882,1448,225889,138
11.779189000,337,1500,90.130.70.73,80,10.0.0.2,54882,1448,227337,138
11.805390000,338,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
11.868233000,339,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
11.896515000,340,1500,90.130.70.73,80,10.0.0.2,54882,1448,228785,138
11.896593000,341,1500,90.130.70.73,80,10.0.0.2,54882,1448,230233,138
11.930356000,342,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
11.955699000,343,1500,90.130.70.73,80,10.0.0.2,54882,1448,231681,138
11.992795000,344,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
12.015228000,345,1500,90.130.70.73,80,10.0.0.2,54882,1448,233129,138
12.056132000,346,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
12.056242000,347,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
12.081364000,348,1500,90.130.70.73,80,10.0.0.2,54882,1448,215753,138
12.117701000,349,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
12.150913000,350,1500,90.130.70.73,80,10.0.0.2,54882,1448,234577,138
12.180620000,351,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
12.242171000,352,52,10.0.0.2,54882,90.130.70.73,80,0,138,215753
12.284238000,354,1500,90.130.70.73,80,10.0.0.2,54882,1448,236025,138
12.284310000,355,1500,90.130.70.73,80,10.0.0.2,54882,1448,237473,138
12.306141000,356,52,10.0.0.2,54882,90.130.70.73,80,0,138,220097
12.367754000,357,52,10.0.0.2,54882,90.130.70.73,80,0,138,220097
12.430570000,358,52,10.0.0.2,54882,90.130.70.73,80,0,138,220097
12.464759000,359,1500,90.130.70.73,80,10.0.0.2,54882,1448,238921,138
12.492346000,360,52,10.0.0.2,54882,90.130.70.73,80,0,138,220097
12.519674000,361,1500,90.130.70.73,80,10.0.0.2,54882,1448,220097,138
12.519805000,362,1500,90.130.70.73,80,10.0.0.2,54882,1448,240369,138
12.617585000,363,52,10.0.0.2,54882,90.130.70.73,80,0,138,220097
12.623886000,364,1500,90.130.70.73,80,10.0.0.2,54882,1448,241817,138
12.646717000,365,1500,90.130.70.73,80,10.0.0.2,54882,1448,243265,138
